gene_claim_name	gene_name	entrez_id	gene_claim_source
TYMP	TYMP	1890	PharmGKB
ENSG00000286429			Ensembl
ENSG00000225152			Ensembl
ENSG00000162365	CYP4A22	284541	Ensembl
ENSG00000206448	PPIAP30	100192204	Ensembl
ENSG00000214447	FAM187A	100528020	Ensembl
GPR144	ADGRD2	347088	dGene
ENSG00000177103	DSCAML1	57453	Ensembl
ENSG00000168802	CHTF8	54921	Ensembl
ENSG00000213923	CSNK1E	1454	HingoraniCasas
ENSG00000187772	LIN28B	389421	Ensembl
ENSG00000248213	CICP16	100420203	Ensembl
ENSG00000228689			Ensembl
ENSG00000266317	RN7SL703P	106479479	Ensembl
OR9A4	OR9A4	130075	dGene
ENSG00000167578	RAB4B	53916	Ensembl
ENSG00000133265	HSPBP1	23640	Ensembl
ALOX5	ALOX5	240	NCI
ENSG00000124731	TREM1	54210	Ensembl
ENSG00000204584			Ensembl
Q15822	CHRNA2	1135	HopkinsGroom
ENSG00000253744			Ensembl
ENSG00000196468	FGF16	8823	Ensembl
ENSG00000230614	DYNLL1P7	729630	Ensembl
ENSG00000242861			Ensembl
TNNC1	TNNC1	7134	DTC
ENSG00000233084	RPL23AP25	653789	Ensembl
Q07973	CYP24A1	1591	HopkinsGroom
ENSG00000050820	BCAR1	9564	Ensembl
IL12RB1	IL12RB1	3594	GO
ENSG00000233254	RPL21P134	728782	Ensembl
ENSG00000176601	MAP3K19	80122	RussLampel
ENSG00000132437	DDC	1644	Ensembl
ENSG00000277149	TYW1B	441250	Ensembl
ENSG00000246526	LINC02481	339988	Ensembl
NFIB	NFIB	4781	CarisMolecularIntelligence
ENSG00000188730	VWC2	375567	HingoraniCasas
ENSG00000248919	ATP5MF-PTCD1	100526740	Ensembl
ENSG00000233695	GAS6-AS1	650669	Ensembl
ENSG00000205358	MT1H	4496	Ensembl
ENSG00000287640			Ensembl
ENSG00000058866	DGKG	1608	Ensembl
ENSG00000217835			Ensembl
ENSG00000244620			Ensembl
ENSG00000221916	C19ORF73	55150	Ensembl
ENSG00000156097	GPR61	83873	HingoraniCasas
THY1	THY1	7070	GO
OR2T7	OR2T7	81458	GO
ENSG00000267200	MIR132	406921	Ensembl
ENSG00000164946	FREM1	158326	Ensembl
ENSG00000232165			Ensembl
ENSG00000101883	RHOXF1	158800	Ensembl
ENSG00000106624	AEBP1	165	RussLampel
ENSG00000239532			Ensembl
ENSG00000280263	ACTR3BP2	440888	Ensembl
ENSG00000155256	ZFYVE27	118813	Ensembl
ENSG00000104756	KCTD9	54793	Ensembl
ENSG00000239293	OR9P1P	81382	Ensembl
ENSG00000173365	OR6M1	390261	RussLampel
MAP3K19	MAP3K19	80122	Pharos
ENSG00000089012	SIRPG	55423	HingoraniCasas
ENSG00000145242	EPHA5	2044	Ensembl
6546	SLC8A1	6546	GuideToPharmacology
ENSG00000241220			Ensembl
ENSG00000101266	CSNK2A1	1457	RussLampel
ENSG00000183629	GOLGA8G	283768	Ensembl
ENSG00000261655			Ensembl
ENSG00000275202			Ensembl
ENSG00000239948	RN7SL368P	106479357	Ensembl
GRK6	GRK6	2870	dGene
P49895	DIO1	1733	HopkinsGroom
NOTCH1	NOTCH1	4851	MyCancerGenome
ENSG00000198373	WWP2	11060	Ensembl
ENSG00000222404	RN7SKP281	106480369	Ensembl
CHRNB2	CHRNB2	1141	PharmGKB
ENSG00000286277			Ensembl
ENSG00000117480	FAAH	2166	Ensembl
ERN1	ERN1	2081	GO
BAX	BAX	581	TALC
ENSG00000268854			Ensembl
ENSG00000186047	DLEU7	220107	Ensembl
ENSG00000267800			Ensembl
ENSG00000114779	ABHD14B	84836	Ensembl
ENSG00000286628			Ensembl
ENSG00000206645			Ensembl
ENSG00000222154	RN7SKP218	106480900	Ensembl
Q8NGJ7	OR51A2	401667	HopkinsGroom
ENSG00000240487			Ensembl
BRCA1	BRCA1	672	NCI
ENSG00000270811			Ensembl
Gastric H(+)/K(+) ATPase alpha	ATP4A	495	TTD
GRB2 messenger RNA			TTD
NDUFC2	NDUFC2	4718	ChemblInteractions
ENSG00000270718			Ensembl
KYAT1	KYAT1	883	Pharos
ENSG00000267335			Ensembl
ENSG00000234506	LINC01506	101927015	Ensembl
ENSG00000069943	PIGB	9488	Ensembl
ENSG00000274381			Ensembl
ENSG00000198643	FAM3D	131177	Ensembl
ENSG00000214773			Ensembl
ENSG00000283178			Ensembl
ENSG00000188846	RPL14	9045	Ensembl
SLC25A17	SLC25A17	10478	Pharos
ENSG00000286551			Ensembl
Q6BCY4	CYB5R2	51700	HopkinsGroom
ENSG00000126594	DNASE1	1773	RussLampel
ENSG00000234261			Ensembl
ENSG00000279461			Ensembl
ENSG00000237651	C2ORF74	339804	Ensembl
ENSG00000255014	ARL6IP1P3	729790	Ensembl
ENSG00000279459			Ensembl
ENSG00000268746			Ensembl
PRKG1	PRKG1	5592	Pharos
Sarcoglycan alpha	SGCA	6442	TTD
ENSG00000214602	CTBP2P5	646936	Ensembl
ENSG00000231346	LINC01160	100129269	Ensembl
ENSG00000251169	LINC01843	101927934	Ensembl
PLCB4	PLCB4	5332	Pharos
ENSG00000258500			Ensembl
ENSG00000234587	MRPL50P1	351143	Ensembl
ENSG00000119242	CCDC92	80212	Ensembl
ENSG00000232671			Ensembl
ENSG00000222536	RNU2-39P	106480214	Ensembl
ENSG00000249209			Ensembl
ENSG00000175782	SLC35E3	55508	Ensembl
ENSG00000213081			Ensembl
ENSG00000167470	MIDN	90007	Ensembl
Coagulation factor Va	F5	2153	TTD
ENSG00000226405			Ensembl
KIDINS220	KIDINS220	57498	Pharos
ENSG00000228577			Ensembl
ENSG00000253743	MARK2P11	100421484	Ensembl
ATF7	ATF7	11016	Pharos
ENSG00000107140	TESK1	7016	Ensembl
ARID2	ARID2	196528	Pharos
ENSG00000214548	MEG3	55384	Ensembl
OR10K1	OR10K1	391109	Pharos
OXSR1	OXSR1	9943	dGene
USP1	USP1	7398	GO
SPATA5	SPATA5	166378	PharmGKB
CGAS	CGAS	115004	GO
ENSG00000273769	CEP290	80184	Ensembl
ENSG00000204414	CSHL1	1444	Ensembl
ENSG00000133740	E2F5	1875	Ensembl
ENSG00000186162	CIDECP1	152302	Ensembl
GCM2	GCM2	9247	Pharos
ENSG00000138685	FGF2	2247	Ensembl
ENSG00000166847	DCTN5	84516	Ensembl
ENSG00000250962			Ensembl
ENSG00000132744	ACY3	91703	Ensembl
ENSG00000265996	MIR3671	100500854	Ensembl
ENSG00000219088			Ensembl
Early growth response protein 1			TTD
ENSG00000262211			Ensembl
ENSG00000230309			Ensembl
ENSG00000255415			Ensembl
IL1BC	CASP1	834	ChemblInteractions
ENSG00000187118	CMC1	152100	Ensembl
ENSG00000255714	LINC02460	105370013	Ensembl
ENSG00000120049	KCNIP2	30819	Ensembl
ENSG00000168079	SCARA5	286133	Ensembl
ENSG00000232625	RPL23AP31	100271460	Ensembl
ENSG00000106692	FKTN	2218	Ensembl
ENSG00000251794	RNU6-237P	106479672	Ensembl
ENSG00000286950			Ensembl
ENSG00000275438			Ensembl
OR56A3	OR56A3	390083	Pharos
TAF2	TAF2	6873	Pharos
ENSG00000227343	RPL15P1	128756	Ensembl
ENSG00000162692	VCAM1	7412	Ensembl
AKR1C4	AKR1C4	1109	PharmGKB
OR5AC1	OR5AC1	81431	GO
ENSG00000171812	COL8A2	1296	Ensembl
ENSG00000187736	NHEJ1	79840	Ensembl
2359	FPR3	2359	GuideToPharmacology
ERCC2	ERCC2	2068	CIViC
ENSG00000251389	YTHDF1P1	402220	Ensembl
ENSG00000257605			Ensembl
3818	KLKB1	3818	GuideToPharmacology
ENSG00000188029	CTSL3P	392360	Ensembl
ENSG00000260805			Ensembl
ENSG00000254772	EEF1G	1937	Ensembl
ENSG00000204568	MRPS18B	28973	Ensembl
ENSG00000245526	LINC00461	645323	Ensembl
ENSG00000170291	ELP5	23587	Ensembl
ENSG00000233334	FAM53B-AS1	101927944	Ensembl
ENSG00000211752	TRBV27	28560	Ensembl
MALT1	MALT1	10892	Tempus
ENSG00000179832	MROH1	727957	Ensembl
Sodium/hydrogen exchanger 3	SLC9A3	6550	TTD
APBA1	APBA1	320	DTC
ENSG00000167524	CYB5AP3	1531	RussLampel
ENSG00000175106	TVP23C	201158	Ensembl
Q9P0X4	CACNA1I	8911	TdgClinicalTrial
ACSS3	ACSS3	79611	PharmGKB
GPC6	GPC6	10082	GO
ENSG00000285738			Ensembl
ENSG00000285769			Ensembl
26251	KCNG2	26251	GuideToPharmacology
ENSG00000227507	LTB	4050	HingoraniCasas
NOTCH1	NOTCH1	4851	CancerCommons
ENSG00000286269			Ensembl
Leucyl-cysteinyl aminopeptidase	LNPEP	4012	TTD
P2RX1	P2RX1	5023	GO
ENSG00000131738	KRT33B	3884	Ensembl
OR3A1	OR3A1	4994	dGene
PSMB1	PSMB1	5689	dGene
ENSG00000144481	TRPM8	79054	RussLampel
ENSG00000230531	MTND5P7	100873197	Ensembl
ENSG00000144406	UNC80	285175	Ensembl
ENSG00000167842	MIS12	79003	Ensembl
CMYA5	CMYA5	202333	Pharos
ENSG00000252076	RN7SKP196	106479182	Ensembl
ENSG00000180423	HARBI1	283254	Ensembl
ENSG00000222472	RN7SKP7	100873851	Ensembl
P43250	GRK6	2870	HopkinsGroom
ENSG00000143420	ENSA	2029	Ensembl
ENSG00000115137	DNAJC27	51277	Ensembl
ENSG00000111348	ARHGDIB	397	Ensembl
ENSG00000163072	NOSTRIN	115677	Ensembl
TXNRD2	TXNRD2	10587	DTC
CD8A	CD8A	925	GO
ENSG00000264270			Ensembl
ENSG00000091428	RAPGEF4	11069	HingoraniCasas
ENSG00000206911			Ensembl
ENSG00000236436			Ensembl
ENSG00000119048	UBE2B	7320	Ensembl
ENSG00000158435	CNOT11	55571	Ensembl
PANK4	PANK4	55229	Pharos
ENSG00000107554	DNMBP	23268	Ensembl
Quinone reductase 1	NQO1	1728	TTD
MAGE12	MAGEA12	4111	TALC
TXLNG	TXLNG	55787	GO
ENSG00000207626	MIR562	693147	Ensembl
ENSG00000199303			Ensembl
ENSG00000211879	TRAJ10	28745	Ensembl
MELK	MELK	9833	HumanProteinAtlas
ENSG00000251166	OR7E163P	100131415	Ensembl
P47870	GABRB2	2561	HopkinsGroom
TRIB1	TRIB1	10221	Pharos
SYB2	VAMP2	6844	ChemblInteractions
ENSG00000279662			Ensembl
ENSG00000171735	CAMTA1	23261	Ensembl
ENSG00000238295			Ensembl
ENSG00000099840	IZUMO4	113177	Ensembl
ENSG00000230046	BIRC6-AS1	100874009	Ensembl
Q8N488	RYBP	23429	HopkinsGroom
ENSG00000018610	STEEP1	63932	Ensembl
ENSG00000237741			Ensembl
ENSG00000284067	MIR6837	102466985	Ensembl
ENSG00000273148			Ensembl
ENSG00000275254			Ensembl
ENSG00000128322	IGLL1	3543	HingoraniCasas
EIF2AK2	EIF2AK2	5610	GO
CELSR1	CELSR1	9620	GO
TRBV5-5	TRBV5-5	28610	Pharos
ENSG00000152953	STK32B	55351	HingoraniCasas
ENSG00000133169	BEX1	55859	Ensembl
PRKCI	PRKCI	5584	GO
ENSG00000154310	TNIK	23043	RussLampel
ENSG00000163510	CWC22	57703	Ensembl
ENSG00000279869			Ensembl
ENSG00000270074			Ensembl
ENSG00000277011			Ensembl
ENSG00000229965	RPS3AP7	391168	Ensembl
ENSG00000275504			Ensembl
ENSG00000230489	VAV3-AS1	100873946	Ensembl
ENSG00000175175	PPM1E	22843	Ensembl
PHF1	PHF1	5252	FoundationOneGenes
MSH3	MSH3	4437	FoundationOneGenes
ENSG00000254792			Ensembl
ENSG00000137561	TTPA	7274	Ensembl
ENSG00000277749			Ensembl
ENSG00000235629			Ensembl
ENSG00000100439	ABHD4	63874	Ensembl
ENSG00000226597	IFNWP9	100130671	Ensembl
OR9G4	OR9G4	283189	dGene
ENSG00000249337	SNX18P25	100419005	Ensembl
Phosphatidylinositol-4-kinase alpha	PI4KA	5297	TTD
ENSG00000267024			Ensembl
Staphylococcus Leucyl-tRNA synthetase			TTD
ENSG00000136830	NIBAN2	64855	Ensembl
ENSG00000143799	PARP1	142	Ensembl
ENSG00000188100	FAM25A	643161	Ensembl
DOLK	DOLK	22845	Pharos
ENSG00000252780	RNA5SP471	100873714	Ensembl
ENSG00000116032	GRIN3B	116444	RussLampel
ENSG00000189196	LINC00994	100287879	Ensembl
ENSG00000090674	MCOLN1	57192	RussLampel
ENSG00000128253	RFPL2	10739	Ensembl
ENSG00000286656			Ensembl
ENSG00000287384			Ensembl
ENSG00000249192	MTND3P25	107075297	Ensembl
ENSG00000162769	FLVCR1	28982	Ensembl
ENSG00000255628			Ensembl
ENSG00000260261			Ensembl
ENSG00000248106			Ensembl
ENSG00000229298	TUBB8P1	100418937	Ensembl
IRF4	IRF4	3662	Tempus
ENSG00000111554	MDM1	56890	Ensembl
ENSG00000254060			Ensembl
ENSG00000203987			Ensembl
NR4A2	NR4A2	4929	Pharos
ENSG00000070610	GBA2	57704	Ensembl
ENSG00000005471	ABCB4	5244	Ensembl
ENSG00000109016	DHRS7B	25979	Ensembl
ENSG00000182484	WASH6P	653440	Ensembl
KLF14	KLF14	136259	Pharos
ENSG00000258876	TGFB3-AS1	109729179	Ensembl
P53582	METAP1	23173	HopkinsGroom
ENSG00000178031	ADAMTSL1	92949	Ensembl
ENSG00000184276	DEFB108B	245911	Ensembl
CD79B	CD79B	974	GO
ENSG00000117448	AKR1A1	10327	RussLampel
ENSG00000182141	ZNF708	7562	Ensembl
ENSG00000232254	CSF2RBP1	23772	Ensembl
ENSG00000260563			Ensembl
ENSG00000277459			Ensembl
ENSG00000189079	ARID2	196528	Ensembl
6579	SLCO1A2	6579	GuideToPharmacology
10287	RGS19	10287	GuideToPharmacology
ENSG00000259470	KRT8P9	390601	Ensembl
ENSG00000054803	CBLN4	140689	HingoraniCasas
ENSG00000221890	NPTXR	23467	Ensembl
ENSG00000260418			Ensembl
ENSG00000279061			Ensembl
ENSG00000224162	UQCRHP3	100131995	Ensembl
DNM2	DNM2	1785	FoundationOneGenes
ENSG00000287767			Ensembl
ENSG00000227878			Ensembl
ENSG00000226026			Ensembl
Q15375	EPHA7	2045	HopkinsGroom
ENSG00000226746	SMCR5	140771	Ensembl
ENSG00000169087	HSPBAP1	79663	Ensembl
27197	GPR82	27197	GuideToPharmacology
ENSG00000196296	ATP2A1	487	Ensembl
ENSG00000101146	RAE1	8480	Ensembl
B-Raf messenger RNA			TTD
FGFR3	FGFR3	2261	dGene
GRM7	GRM7	2917	PharmGKB
MERTK	MERTK	10461	CIViC
CRMP1	CRMP1	1400	NCI
ENSG00000106245	BUD31	8896	Ensembl
ENSG00000261728			Ensembl
ENSG00000240199	RN7SL520P	106481065	Ensembl
ENSG00000174572	RPL10P2	442171	Ensembl
CYP2W1	CYP2W1	54905	Pharos
ENSG00000212368	RNU6-1000P	106481496	Ensembl
ARAF	ARAF	369	MyCancerGenome
ENSG00000251445			Ensembl
ENSG00000230373	GOLGA6L5P	374650	Ensembl
ENSG00000136999	CCN3	4856	HingoraniCasas
ENSG00000119231	SENP5	205564	Ensembl
ENSG00000166535	A2ML1	144568	HingoraniCasas
ENSG00000196470	SIAH1	6477	Ensembl
ENSG00000106034	CPED1	79974	Ensembl
ENSG00000230212			Ensembl
ENSG00000200884			Ensembl
ENSG00000243885			Ensembl
ENSG00000070159	PTPN3	5774	RussLampel
ENSG00000224947	VN1R25P	100312782	Ensembl
ENSG00000275061			Ensembl
ENSG00000273026			Ensembl
ENSG00000287426			Ensembl
ENSG00000266877			Ensembl
ENSG00000005187	ACSM3	6296	Ensembl
ENSG00000254740			Ensembl
OR2T5	OR2T5	401993	dGene
ENSG00000242121	RN7SL267P	106481833	Ensembl
ENSG00000237286			Ensembl
ENSG00000269038			Ensembl
ENSG00000139737	SLAIN1	122060	Ensembl
ENSG00000228206			Ensembl
ENSG00000062725	APPBP2	10513	Ensembl
ENSG00000210825	SNORA40	677822	Ensembl
OR2A5	OR2A5	393046	dGene
ENSG00000230854	USP9YP20	106480717	Ensembl
ENSG00000241810	HMGN2P13	100289682	Ensembl
ENSG00000178184	PARD6G	84552	Ensembl
ENSG00000253292	MIOXP1	100419614	Ensembl
ENSG00000251839	RNU7-12P	100147760	Ensembl
ENSG00000261552			Ensembl
ENSG00000201541	SNORA1	677792	Ensembl
ENSG00000224041	IGKV3D-15	28875	HingoraniCasas
ENSG00000257987	TEX49	255411	Ensembl
ENSG00000198700	IPO9	55705	Ensembl
P06870	KLK1	3816	HopkinsGroom
O43895	XPNPEP2	7512	HopkinsGroom
ENSG00000226142	RPL35P8	643653	Ensembl
ENSG00000229869			Ensembl
ENSG00000185607	ACTBP7	67	Ensembl
ENSG00000286380			Ensembl
ENSG00000227882	THAP12P6	100128764	Ensembl
ENSG00000233873	RPL7P44	390413	Ensembl
ENSG00000226581			Ensembl
ENSG00000270258	DUXAP4	503633	Ensembl
GNAQ	GNAQ	2776	JAX-CKB
ENSG00000160124	MIX23	131076	Ensembl
ENSG00000198670	LPA	4018	HingoraniCasas
APOA1	APOA1	335	GO
G6PC	G6PC1	2538	HumanProteinAtlas
ENSG00000137133	HINT2	84681	Ensembl
KCNA5	KCNA5	3741	GO
8795	TNFRSF10B	8795	GuideToPharmacology
ENSG00000104549	SQLE	6713	Ensembl
ENSG00000221754	MIR1260A	100302236	Ensembl
ENSG00000223391			Ensembl
ENSG00000214216	IQCJ	654502	Ensembl
ENSG00000170779	CDCA4	55038	Ensembl
ENSG00000103512	NOMO1	23420	Ensembl
Hematopoietic progenitor cell antigen CD34	CD34	947	TTD
ENSG00000163202	LCE3D	84648	Ensembl
ENSG00000164674	SYTL3	94120	Ensembl
ENSG00000249057	MAST4-IT1	100874310	Ensembl
ENSG00000172647			RussLampel
HOXB13	HOXB13	10481	Pharos
HOXD8	HOXD8	3234	Pharos
ENSG00000143947	RPS27A	6233	Ensembl
ENSG00000212122	TSSK1B	83942	HingoraniCasas
ENSG00000117448	AKR1A1	10327	Ensembl
Voltage-gated calcium channel alpha Cav1.2	CACNA1C	775	TTD
OR5M9	OR5M9	390162	dGene
ENSG00000223308	RN7SKP101	106480864	Ensembl
ENSG00000109758	HGFAC	3083	HingoraniCasas
ENSG00000267521			Ensembl
ENSG00000287779			Ensembl
ENSG00000175105	ZNF654	55279	Ensembl
ENSG00000283627			Ensembl
ENSG00000221261	MIR1208	100302281	Ensembl
ENSG00000213540			Ensembl
ENSG00000252036	RN7SKP288	106479223	Ensembl
VN1R2	VN1R2	317701	dGene
ENSG00000168056	LTBP3	4054	Ensembl
ENSG00000090661	CERS4	79603	Ensembl
ENSG00000278641	DUX4L15	440017	Ensembl
ENSG00000270749			Ensembl
PDHB	PDHB	5162	HumanProteinAtlas
ENSG00000107863	ARHGAP21	57584	Ensembl
ENSG00000100519	PSMC6	5706	Ensembl
OR10AD1	OR10AD1	121275	Pharos
ENSG00000232696			Ensembl
124935	SLC43A2	124935	GuideToPharmacology
ENSG00000163082	SGPP2	130367	Ensembl
NUP50	NUP50	10762	PharmGKB
UGT1A5	UGT1A5	54579	PharmGKB
ENSG00000230274	PGAM1P3	100873887	Ensembl
ENSG00000264483	MIR5008	100847072	Ensembl
ENSG00000216710	COX6A1P3	100287768	Ensembl
ENSG00000183955	KMT5A	387893	Ensembl
ENSG00000251886	RNU6-120P	106479619	Ensembl
ENSG00000259429	UBE2Q2P2	100134869	Ensembl
ENSG00000261456	TUBB8	347688	Ensembl
ENSG00000274244			Ensembl
ENSG00000286904			Ensembl
ENSG00000235385	LINC02154	109729169	Ensembl
ENSG00000269460			Ensembl
ENSG00000279236			Ensembl
ENSG00000253425	HSPA8P13	106480803	Ensembl
ENSG00000260714			Ensembl
DNTT	DNTT	1791	NCI
ENSG00000287180			Ensembl
ENSG00000236882	LINC01554	202299	Ensembl
ENSG00000108829	LRRC59	55379	Ensembl
ENSG00000264477	MIR5682	100847043	Ensembl
SUFU	SUFU	51684	FoundationOneGenes
ENSG00000273618			Ensembl
Q14973	SLC10A1	6554	HopkinsGroom
ENSG00000275152	CCL16	6360	Ensembl
ENSG00000282988	H3C4	8351	Ensembl
ENSG00000270130			Ensembl
ENSG00000117226	GBP3	2635	Ensembl
USP33	USP33	23032	dGene
ENSG00000265322	MIR3118-2	100422949	Ensembl
Protein delta homolog 1	DLK1	8788	TTD
ENSG00000279091			Ensembl
UGT1A6	UGT1A6	54578	PharmGKB
EGFR	EGFR	1956	CarisMolecularIntelligence
ENSG00000270322			Ensembl
SMAD3	SMAD3	4088	GO
ENSG00000248448	COX5BP1	1330	Ensembl
CLN3	CLN3	1201	HumanProteinAtlas
ENSG00000251399			Ensembl
ENSG00000241163	LINC00877	285286	Ensembl
ENSG00000106328	FSCN3	29999	Ensembl
ENSG00000273345			Ensembl
Q15077	P2RY6	5031	TdgClinicalTrial
ENSG00000234939	MTND2P18	100873224	Ensembl
ENSG00000201516	SNORA51	677831	Ensembl
ENSG00000232751			Ensembl
ENSG00000176371	ZSCAN2	54993	Ensembl
SLC19A1	SLC19A1	6573	Pharos
Q07343	PDE4B	5142	HopkinsGroom
KIAA0886	RTN4	57142	ChemblInteractions
ENSG00000082556	OPRK1	4986	HingoraniCasas
ENSG00000197990	ZNF734P	644017	Ensembl
ENSG00000253943	KRT18P37	392214	Ensembl
ENSG00000181752	OR8K5	219453	RussLampel
ENSG00000136240	KDELR2	11014	Ensembl
ENSG00000271296			Ensembl
ENSG00000171476	HOPX	84525	Ensembl
ENSG00000279262			Ensembl
SGK2	SGK2	10110	dGene
FUT4	FUT4	2526	GO
ENSG00000109576	AADAT	51166	Ensembl
4597	MVD	4597	GuideToPharmacology
SHC1	SHC1	6464	Pharos
ENSG00000136718	IMP4	92856	Ensembl
ABCA7	ABCA7	10347	HumanProteinAtlas
ENSG00000271015	IGKV2OR2-7D	100310869	Ensembl
ENSG00000114646	CSPG5	10675	HingoraniCasas
ENSG00000184608	FAM167A-AS1	83656	Ensembl
ENSG00000286194			Ensembl
ENSG00000164756	SLC30A8	169026	Ensembl
ENSG00000197901	SLC22A6	9356	RussLampel
ENSG00000106799	TGFBR1	7046	RussLampel
PRKCG	PRKCG	5582	Pharos
KIAA0107	PSMD6	9861	ChemblInteractions
RSPO2	RSPO2	340419	Oncomine
ENSG00000237107			Ensembl
ENSG00000003987	MTMR7	9108	Ensembl
ENSG00000170381	SEMA3E	9723	Ensembl
ENSG00000207060	RNU6-480P	106480583	Ensembl
ENSG00000272046			Ensembl
ENSG00000170579	DLGAP1	9229	Ensembl
ENSG00000238880	RNU7-59P	100151654	Ensembl
OR8D1	OR8D1	283159	Pharos
ENSG00000118298	CA14	23632	RussLampel
ENSG00000266969			Ensembl
ENSG00000279964			Ensembl
ENSG00000248518			Ensembl
DYRK1A	DYRK1A	1859	DTC
ENSG00000129103	SUMF2	25870	Ensembl
OVOS			dGene
ENSG00000251018	HMMR-AS1	101927813	Ensembl
CD74	CD74	972	GO
RIPK3	RIPK3	11035	dGene
ENSG00000248471			Ensembl
ENSG00000263331			Ensembl
Q13554	CAMK2B	816	HopkinsGroom
ERCC2	ERCC2	2068	CarisMolecularIntelligence
ENSG00000167286	CD3D	915	Ensembl
ENSG00000134900	TPP2	7174	Ensembl
ENSG00000288321			Ensembl
ZIC1	ZIC1	7545	Pharos
ENSG00000226477			Ensembl
ENSG00000235149			Ensembl
ENSG00000204982	PRSS3P4	106480774	Ensembl
CD5L	CD5L	922	Pharos
29952	DPP7	29952	GuideToPharmacology
ENSG00000216966			Ensembl
P53	TP53	7157	ClearityFoundationClinicalTrial
DCP	ACE	1636	ChemblInteractions
ENSG00000226536	SETP15	100856877	Ensembl
ENSG00000175699	CCDC197	256369	Ensembl
ENSG00000251634			Ensembl
ENSG00000225055			Ensembl
CARD10	CARD10	29775	Pharos
Q15759	MAPK11	5600	TdgClinicalTrial
DPH1	DPH1	1801	Pharos
ENSG00000271468			Ensembl
ENSG00000134330	IAH1	285148	Ensembl
ENSG00000178015	GPR150	285601	HingoraniCasas
ENSG00000287281			Ensembl
ENSG00000102287	GABRE	2564	RussLampel
ENSG00000286883			Ensembl
1512	CTSH	1512	GuideToPharmacology
ENSG00000229654	LINC02526	105377926	Ensembl
PROKR1	PROKR1	10887	Pharos
ENSG00000251257			Ensembl
P20839	IMPDH1	3614	TEND
ENSG00000212571	RNA5SP482	100873724	Ensembl
OR10S1	OR10S1	219873	Pharos
ENSG00000267611			Ensembl
ENSG00000146521	LINC01558	26238	Ensembl
O43897	TLL1	7092	HopkinsGroom
ENSG00000175906	ARL4D	379	Ensembl
ENSG00000165120	SSMEM1	136263	Ensembl
ENSG00000030582	GRN	2896	Ensembl
6566	SLC16A1	6566	GuideToPharmacology
P40238	MPL	4352	TEND
ENSG00000126016	AMOT	154796	HingoraniCasas
ENSG00000276532			Ensembl
ENSG00000232524			Ensembl
OR4F17	OR4F17	81099	Pharos
ENSG00000254023	PKMP4	106480443	Ensembl
OR2A12	OR2A12	346525	Pharos
ENSG00000224550			Ensembl
ENSG00000223001	RNU2-61P	106480673	Ensembl
OCLN	OCLN	100506658	HumanProteinAtlas
ENSG00000260125	AGBL1-AS1	727915	Ensembl
ENSG00000251643			Ensembl
2204	FCAR	2204	GuideToPharmacology
ENSG00000230361	VN1R32P	100312788	Ensembl
ELF1	ELF1	1997	Pharos
ENSG00000119866	BCL11A	53335	Ensembl
FOLH1	FOLH1	2346	NCI
ENSG00000111452	ADGRD1	283383	Ensembl
ENSG00000170315	UBB	7314	Ensembl
NLN	NLN	57486	dGene
ENSG00000104205	SGK3	23678	RussLampel
ENSG00000275186			Ensembl
SIK2	SIK2	23235	Pharos
ENSG00000168883	USP39	10713	Ensembl
RAB27A	RAB27A	5873	PharmGKB
ENSG00000183520	UTP11	51118	HingoraniCasas
Q969N4	TAAR8	83551	HopkinsGroom
ENSG00000125851	PCSK2	5126	Ensembl
P04183	TK1	7083	HopkinsGroom
ENSG00000275496			Ensembl
83694	RPS6KL1	83694	GuideToPharmacology
MAP3K10	MAP3K10	4294	GO
ENSG00000222972	RNU6-651P	106479855	Ensembl
ADRB1	ADRB1	153	PharmGKB
Q9Y577	TRIM17	51127	HopkinsGroom
PIEZO2	PIEZO2	63895	Pharos
PSMB1	PSMB1	5689	DTC
TAF1	TAF1	6872	NCI
ENSG00000251398	LINC01256	104355285	Ensembl
ENSG00000286151			Ensembl
ATP6V1A	ATP6V1A	523	Pharos
SLC35A2	SLC35A2	7355	HumanProteinAtlas
ENSG00000274458	SNORA40	677822	Ensembl
ENSG00000265247	MIR4472-1	100616268	Ensembl
ENSG00000235168			Ensembl
CLK4	CLK4	57396	DTC
ENSG00000236701			Ensembl
ENSG00000241828			Ensembl
ENSG00000214295	FOXO1B	2311	Ensembl
ENSG00000288573			Ensembl
ENSG00000255532			Ensembl
UFM1	UFM1	51569	Pharos
CD36	CD36	948	GO
DIP2C	DIP2C	22982	Pharos
ENSG00000258601			Ensembl
ENSG00000279741			Ensembl
ENSG00000202441	RNY4P10	100379592	Ensembl
ENSG00000168679	SLC16A4	9122	Ensembl
ENSG00000277022			Ensembl
RR1	RRM1	6240	ChemblInteractions
ENSG00000267184			Ensembl
ENSG00000226679			Ensembl
NGF	NGF	4803	Pharos
ENSG00000283214			Ensembl
YWHAQ	YWHAQ	10971	Pharos
ENSG00000249741			Ensembl
116085	SLC22A12	116085	GuideToPharmacology
ENSG00000239689	RPL17P46	100271419	Ensembl
ENSG00000267797	NRBF2P1	648532	Ensembl
ENSG00000237256	PGAM3P	170535	Ensembl
ENSG00000222546	RNA5SP251	100873507	Ensembl
CACNA1A	CACNA1A	773	BaderLabGenes
ENSG00000278617	MIR8074	102465873	Ensembl
KCNH2	KCNH2	3757	GO
